name,salary_from,salary_to,salary_currency,area_name,published_at
QA Engineer/тестировщик,30000.0,60000.0,RUR,Ростов-на-Дону,2017-07-05T16:17:47+0300
Администратор проекта,40000.0,65000.0,RUR,Щербинка,2017-07-05T16:21:10+0300
Администратор проекта,40000.0,65000.0,RUR,Подольск (Московская область),2017-07-05T16:23:14+0300
Специалист информационного отдела,20000.0,30000.0,RUR,Краснодар,2017-08-03T12:15:44+0300
Системный администратор,25000.0,35000.0,RUR,Казань,2017-07-05T16:29:27+0300
Мастер по ремонту компьютерной техники,7000.0,15000.0,RUR,Саратов,2017-07-05T16:33:11+0300
Специалист по внедрению CRM / Руководитель проектов внедрения CRM,30000.0,75000.0,RUR,Ярославль,2017-07-05T16:35:54+0300
IT директор (разработка ПО),80000.0,120000.0,RUR,Москва,2017-07-05T16:50:30+0300
Менеджер технической поддержки,30000.0,50000.0,RUR,Санкт-Петербург,2017-07-05T16:51:04+0300
Трафик-менеджер / арбитражник,50000.0,80000.0,RUR,Москва,2017-07-31T11:59:57+0300
"Менеджер по продажам (B2B, IT, автоматизация малого бизнеса)",50000.0,70000.0,RUR,Санкт-Петербург,2017-07-05T16:54:53+0300
Web-программист,25000.0,90000.0,RUR,Казань,2017-08-04T16:56:06+0300
Программист / Full Stack Software Developer,130000.0,150000.0,RUR,Санкт-Петербург,2017-08-04T16:56:07+0300
Программист Java (Middle / Senior),50000.0,100000.0,RUR,Самара,2017-07-05T16:57:29+0300
Менеджер по продажам,40000.0,90000.0,RUR,Москва,2017-07-05T17:02:12+0300
3D-дизайнер / визуализатор,20000.0,45000.0,RUR,Ейск,2017-07-05T17:03:58+0300
Программист 1С,50000.0,60000.0,RUR,Казань,2017-08-22T13:10:02+0300
Оператор станков с ЧПУ,50000.0,50000.0,RUR,Санкт-Петербург,2017-08-30T16:12:43+0300
Специалист по техническому обслуживанию сайта и Интернет-продвижению,10000.0,60000.0,RUR,Москва,2017-07-05T17:13:09+0300
Front end разработчик,50000.0,80000.0,RUR,Мытищи,2017-07-05T17:14:59+0300
Менеджер по продажам,50000.0,120000.0,RUR,Москва,2017-07-05T17:15:22+0300
Web-программист,20000.0,50000.0,RUR,Тамбов,2017-07-05T17:19:28+0300
Менеджер отдела технической поддержки,20000.0,50000.0,RUR,Архангельск,2017-08-04T12:21:57+0300
Technical Writer,70000.0,120000.0,RUR,Санкт-Петербург,2017-07-05T17:26:40+0300
2D Artist,40000.0,140000.0,RUR,Москва,2017-11-20T19:58:35+0300
Специалист технической поддержки,30000.0,35000.0,RUR,Санкт-Петербург,2017-08-28T12:12:11+0300
Программист 1С,80000.0,120000.0,RUR,Москва,2017-07-17T10:47:52+0300
Специалист службы поддержки пользователей,20000.0,75000.0,RUR,Белгород,2017-07-26T10:15:24+0300
Специалист отдела поддержки пользователей,20000.0,75000.0,RUR,Белгород,2017-07-26T10:15:31+0300
Специалист направления поддержки пользователей,20000.0,75000.0,RUR,Белгород,2017-07-26T10:15:38+0300
Сервисный специалист,28000.0,28000.0,RUR,Ярославль,2017-08-10T12:24:27+0300
Менеджер по работе с клиентами,30000.0,45000.0,RUR,Санкт-Петербург,2017-07-05T17:41:54+0300
Специалист службы технической поддержки,20000.0,75000.0,RUR,Белгород,2017-07-26T10:15:43+0300
Технический специалист,20000.0,75000.0,RUR,Белгород,2017-07-26T10:14:57+0300
"Frontend Developer ( JS ES6, HTML5, CSS3, NodeJS, React ) г.Москва",60000.0,90000.0,RUR,Санкт-Петербург,2017-07-05T17:45:07+0300
Специалист по IT,20000.0,75000.0,RUR,Белгород,2017-07-26T10:15:48+0300
Руководитель отдела головной станции и информационных технологий,42000.0,42000.0,RUR,Саратов,2017-07-05T17:48:03+0300
Менеджер по управлению проектами,76000.0,80000.0,RUR,Москва,2017-07-05T17:50:26+0300
Cистемный администратор/DEV-OPS инженер,80000.0,100000.0,RUR,Санкт-Петербург,2017-07-05T17:53:51+0300
Менеджер мультимедийных проектов,75000.0,100000.0,RUR,Москва,2017-08-04T17:55:23+0300
Продавец-консультант детской одежды,40000.0,60000.0,RUR,Москва,2017-08-03T12:33:04+0300
Контент-менеджер,30000.0,30000.0,RUR,Москва,2017-08-04T18:05:24+0300
Системный администратор,45000.0,50000.0,RUR,Санкт-Петербург,2017-07-05T18:05:59+0300
Сервисный специалист,28000.0,28000.0,RUR,Тамбов,2017-07-17T10:26:01+0300
Android разработчик,30000.0,50000.0,RUR,Уфа,2017-07-05T18:08:08+0300
"Установщик дополнительного оборудования (GPS, ГЛОНАСС мониторинг)",40000.0,150000.0,RUR,Москва,2017-07-05T18:26:39+0300
Customer Support Representative,30000.0,40000.0,RUR,Владивосток,2017-07-05T18:30:39+0300
Customer Support Representative,25000.0,35000.0,RUR,Петропавловск-Камчатский,2017-07-05T18:32:27+0300
Customer Support Representative,25000.0,35000.0,RUR,Южно-Сахалинск,2017-07-05T18:33:50+0300
Стажер SEO Аналитик,45000.0,60000.0,RUR,Москва,2017-07-05T18:38:39+0300
Project Manager/Менеджер ИТ проекта,70000.0,120000.0,RUR,Санкт-Петербург,2017-07-05T18:53:42+0300
Графический дизайнер,50000.0,50000.0,RUR,Санкт-Петербург,2017-07-05T18:54:37+0300
Веб-дизайнер,25000.0,50000.0,RUR,Москва,2017-07-05T18:57:04+0300
Менеджер по продажам,60000.0,250000.0,RUR,Санкт-Петербург,2017-08-03T19:43:01+0300
Системный администратор/Сервис-инженер по ремонту и обслуживанию компьютерной техники и ЛВС,30000.0,40000.0,RUR,Санкт-Петербург,2017-07-18T13:39:02+0300
Разработчик Python/Django,60000.0,80000.0,RUR,Москва,2017-07-05T19:18:21+0300
Администратор клуба виртуальной реальности,20000.0,20000.0,RUR,Самара,2017-07-05T19:27:44+0300
Программист С++/ Cocos2dx / C#/Unity2D (GameDev),40000.0,75000.0,RUR,Красноярск,2017-08-04T11:23:08+0300
Team Lead,130000.0,150000.0,RUR,Новосибирск,2017-08-04T19:51:28+0300
Специалист абонентского отдела,20000.0,23000.0,RUR,Саратов,2017-09-05T14:39:44+0300
Стажер 1C,10000.0,20000.0,RUR,Челябинск,2017-07-05T20:14:57+0300
Оператор технической поддержки,18000.0,30000.0,RUR,Ставрополь,2017-07-05T20:15:59+0300
Web-разработчик,40000.0,60000.0,RUR,Москва,2017-07-05T20:25:29+0300
Инженер технической поддержки,25000.0,35000.0,RUR,Ставрополь,2017-07-05T20:33:13+0300
Шеф-редактор сайта,30000.0,50000.0,RUR,Уфа,2017-07-05T20:44:49+0300
Инженер по ремонту и заправке картриджей,15000.0,25000.0,RUR,Воронеж,2017-07-05T21:26:29+0300
Senior full stack PHP/JS,130000.0,160000.0,RUR,Москва,2017-08-04T21:43:40+0300
Старший специалист call-центра,35000.0,35000.0,RUR,Москва,2017-09-04T14:32:00+0300
Старший оператор call-центра,35000.0,35000.0,RUR,Москва,2017-09-04T14:31:58+0300
Специалист технической поддержки,15000.0,40000.0,RUR,Уфа,2017-07-05T23:25:02+0300
Инженер слаботочных систем,40000.0,120000.0,RUR,Владивосток,2017-10-31T14:45:59+0300
Программист Delphi,90000.0,160000.0,RUR,Москва,2017-07-06T04:27:19+0300
FrontEnd разработчик (JavaScript),100000.0,160000.0,RUR,Москва,2017-07-06T04:29:59+0300
Тестировщик ПО,90000.0,140000.0,RUR,Москва,2017-07-06T04:31:10+0300
Технический писатель,75000.0,140000.0,RUR,Москва,2017-07-06T04:32:09+0300
Программист С#,50000.0,100000.0,RUR,Томск,2017-07-06T05:01:02+0300
Drupal (PHP)-программист,70000.0,120000.0,RUR,Омск,2017-07-06T05:06:43+0300
Инженер-программист,13000.0,17000.0,RUR,Кемерово,2017-07-06T05:29:20+0300
Back-end разработчик,40000.0,55000.0,RUR,Красноярск,2017-07-06T05:45:13+0300
HTML-верстальщик,30000.0,40000.0,RUR,Красноярск,2017-07-06T05:46:24+0300
Программист 1C,20000.0,50000.0,RUR,Оренбург,2017-07-06T06:52:02+0300
Оператор ПК в виномаркет,20000.0,22000.0,RUR,Иркутск,2017-11-13T11:02:19+0300
Ведущий инженер-программист 1С,70000.0,90000.0,RUR,Хабаровск,2017-07-06T06:56:49+0300
Инженер-программист 1C,45000.0,60000.0,RUR,Хабаровск,2017-07-06T06:57:38+0300
Разработчик PHP в интернет-проект для автомобильного рынка,50000.0,100000.0,RUR,Екатеринбург,2017-08-05T07:12:11+0300
Front-end Developer,30000.0,60000.0,RUR,Томск,2017-07-06T07:18:20+0300
Инженер-программист 1 категории,50000.0,60000.0,RUR,Набережные Челны,2017-07-06T07:26:04+0300
Инженер-программист периферийных ИС,40000.0,50000.0,RUR,Набережные Челны,2017-08-04T09:51:24+0300
Программист С#,40000.0,60000.0,RUR,Тольятти,2017-07-06T07:34:45+0300
Разработчик мобильных приложений iOS,70000.0,100000.0,RUR,Екатеринбург,2017-07-06T07:57:54+0300
Программист (OpenCV),50000.0,80000.0,RUR,Екатеринбург,2017-07-06T08:04:02+0300
Мастер по ремонту компьютеров,15000.0,40000.0,RUR,Томск,2017-07-06T08:04:33+0300
Инженер по ремонту сотовых телефонов и планшетов,15000.0,75000.0,RUR,Томск,2017-07-06T08:04:43+0300
Пишущий редактор,50000.0,50000.0,RUR,Москва,2017-07-06T08:11:40+0300
Менеджер по продажам и работе с клиентами,15000.0,35000.0,RUR,Улан-Удэ,2017-07-06T08:15:22+0300
Инженер - программист 1 С,30000.0,45000.0,RUR,Ульяновск,2017-07-06T08:18:38+0300
